original_name,synonym_tr8,h_max,h_min,le_area,le_long,seed_wght,li_span,canopy_height,leaf_dmc,leaf_mass,leaf_size,life_span,seed_mass,seed_number_per_shoot,C.N.Ratio,Height..Mature,Lifespan,seed_mas_cal,seed_pro_cal,leaf_N_area,leaf_N_mass,max_height_cal,sla_cal
Scirpus radicans,Scirpus radicans,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scirpus sylvaticus,Scirpus sylvaticus,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.775,215.51,301.4202531,6962.625,perennials,0.124723077,142978.05,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scleranthus annuus,Scleranthus annuus,NA,NA,NA,NA,NA,a (annual),0.09,135.515,0.633333333,9.935,summer annuals + winter annuals,1.382694737,1979.15,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scleranthus perennis,Scleranthus perennis,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.1625,215.62,0.25,4.62,perennials,1.38335,319.725,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scorzonera humilis,Scorzonera humilis,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.25,168.1,145.554,2974.833333,perennials,3.7106,2946.666667,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scrophularia nodosa,Scrophularia nodosa,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.583333333,182,313.5979769,8166,perennials,0.0952,43427.89286,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scutellaria galericulata,Scutellaria galericulata,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.241666667,211.0433333,16.10609335,640.4166667,perennials,0.689433333,9077.333335,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sedum acre,Sedum acre,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.056666667,64,NA,NA,perennials,0.0384,337587.6733,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sedum album,Sedum album,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.095,49.96,1.63,23.5,perennials,0.02,85.36363636,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sedum anglicum,Sedum anglicum,NA,NA,NA,NA,NA,NA,0.0275,NA,NA,NA,NA,0.03914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sedum annuum,Sedum annuum,NA,NA,NA,NA,NA,a (annual),0.075,56.54,0.63,11.76,NA,0.018433333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sedum rupestre,Sedum rupestre,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.178333333,72.58,3.16,35.335,NA,0.056666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sedum villosum,Sedum villosum,NA,NA,NA,NA,NA,a (annual) - b (biennial),0.083333333,NA,NA,NA,NA,0.025,383,NA,NA,NA,NA,NA,NA,NA,NA,NA
Selaginella selaginoides,Selaginella selaginoides,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.075,NA,0.04,1.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Selinum carvifolia,Selinum carvifolia,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.483333333,226.965,346.5925,6043.335,perennials,1.502977778,19066.30208,NA,NA,NA,NA,NA,NA,NA,NA,NA
Senecio sylvaticus,Senecio sylvaticus,NA,NA,NA,NA,NA,a (annual),0.375,114,180.9838344,5336,NA,0.241066667,34390.22222,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serratula tinctoria,Serratula tinctoria,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.5,190.6933333,165.0552904,4699.35,perennials,2.72874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Seseli libanotis,Seseli libanotis,NA,NA,NA,NA,NA,b (biennial) - h (pluriennial-hapaxanthic),0.466666667,172.47,512.43,11428,NA,1.5367,39887.83333,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sesleria caerulea,Sesleria caerulea,NA,NA,NA,NA,NA,NA,0.09,NA,NA,NA,NA,1.696,1300.333333,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sibbaldia procumbens,Sibbaldia procumbens,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.027166667,364.075,11.25238095,168.738875,NA,0.506284615,31.725,NA,NA,NA,NA,NA,NA,NA,NA,NA
Silene acaulis,Silene acaulis,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.026,NA,0.471111111,8.5525,NA,0.309808791,99.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
Silene dioica,Silene dioica,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.5632,112,73.28121435,3533,perennials + strict monocarpic bi-annuals and poly-annuals,0.7729775,16113.74166,NA,NA,NA,NA,NA,NA,NA,NA,NA
Silene nutans,Silene nutans,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.316666667,168,60.25777716,1277,perennials,0.322707692,34716.43333,NA,NA,NA,NA,NA,NA,NA,NA,NA
Silene tatarica,Silene tatarica,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.3,NA,NA,NA,NA,0.165466667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Silene uniflora,Silene uniflora,NA,NA,NA,NA,NA,NA,0.3,130,14.16215334,273,NA,0.7308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solanum dulcamara,Solanum dulcamara,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.866666667,170.5616667,82.3569254,1903.258333,perennials,29.89211029,4227.733334,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solidago virgaurea,Solidago virgaurea,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.5,227,94.48678888,2302.5,perennials,0.6059,7528.712121,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sonchus arvensis,Sonchus arvensis,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.875,138.6666667,549.5327909,12192,perennials,0.79525,16413.36667,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sonchus palustris,Sonchus palustris,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),1.9,180.9,174.71,5066.5,NA,0.5832,6353.277778,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sorbus aria,Sorbus aria,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),10.75,292.7175,232.175,5548.375,perennials,128.6498333,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sorbus aucuparia,Sorbus aucuparia,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),12.75,268.75,NA,637.05,perennials,121.4390444,8414,High,40,Moderate,0.66,NA,NA,NA,NA,10.6
Sorbus intermedia,Sorbus intermedia,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),8.25,235.72,294.43,5382.635,NA,583.716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sorbus rupicola,Sorbus rupicola,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sparganium angustifolium,Sparganium angustifolium,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.025,NA,NA,NA,NA,2.0136,NA,NA,NA,NA,3.05,NA,NA,NA,NA,NA
Sparganium emersum,Sparganium emersum,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.2,105,100.6118895,2843,NA,12.842375,291.5454545,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sparganium erectum,Sparganium erectum,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.375,147.0333333,918.5615297,13862,perennials,18.3422,1631.298246,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sparganium natans,Sparganium natans,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spergula arvensis,Spergula arvensis,NA,NA,NA,NA,NA,a (annual),0.2,145,1.693585527,11.5,annuals + winter annuals,0.346436364,56842.90476,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spergula morisonii,Spergula morisonii,NA,NA,NA,NA,NA,a (annual),0.1,138.59,0.44,4.71,summer annuals + winter annuals + strict monocarpic bi-annuals and poly-annuals,0.161,570.8529412,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spergularia media,Spergularia media,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.175,108.655,0.795,20.875,NA,0.1,1943.75,NA,NA,NA,0.0985,5210,NA,NA,NA,NA
Spergularia salina,Spergularia salina,NA,NA,NA,NA,NA,a (annual),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spirodela polyrhiza,Spirodela polyrhiza,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.0075,NA,0.66,19.45,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stachys palustris,Stachys palustris,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.541666667,182,NA,937.72,perennials,1.19455,13471.3913,High,3,Moderate,NA,NA,NA,NA,NA,NA
Stachys sylvatica,Stachys sylvatica,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.491666667,207,59.95234081,2139.5,perennials,1.4016,1685.389286,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stellaria borealis,Stellaria borealis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.85,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stellaria crassifolia,Stellaria crassifolia,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stellaria longifolia,Stellaria longifolia,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.15,NA,NA,NA,NA,0.086,6328.35,Medium,1.5,Moderate,NA,NA,NA,NA,NA,NA
Stellaria longipes,Stellaria longipes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,0.9,Short,NA,NA,NA,NA,NA,NA
Stellaria media,Stellaria media,NA,NA,NA,NA,NA,a (annual),0.166666667,84,8.746235102,488,perennials + summer annuals + winter annuals,0.3852,7782.644444,NA,NA,NA,0.526,120,NA,NA,NA,NA
Stellaria nemorum,Stellaria nemorum,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.325,172.61,21.85,1050,perennials,0.2161,825.9055556,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stellaria palustris,Stellaria palustris,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.266666667,NA,NA,NA,perennials,0.4895,106.6705556,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stellaria uliginosa,Stellaria uliginosa,NA,NA,NA,NA,NA,NA,0.191666667,155,1.523344371,63,perennials,0.068925,138.05,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stuckenia filiformis,Potamogeton filiformis,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),NA,NA,NA,NA,NA,2.7695,NA,NA,NA,NA,NA,NA,<NA>,<NA>,<NA>,NA
Stuckenia pectinata,Potamogeton pectinatus,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),NA,198.415,0.591232877,19.625,NA,5.27,139.8333334,NA,NA,NA,NA,NA,<NA>,<NA>,<NA>,NA
Suaeda maritima,Suaeda maritima,NA,NA,NA,NA,NA,a (annual),0.16,84.2525,2.574,32.25,NA,0.798933333,123.7777778,NA,NA,NA,NA,NA,NA,NA,NA,NA
Subularia aquatica,Subularia aquatica,NA,NA,NA,NA,NA,a (annual) - b (biennial),0.036666667,NA,NA,NA,NA,NA,40.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
Succisa pratensis,Succisa pratensis,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.341666667,177.5,277.2910969,4860.666667,perennials,1.369430303,541,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taxus baccata,Taxus baccata,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),17.5,267.1666667,NA,51.85,perennials,45.3264,1,High,40,Moderate,NA,NA,NA,NA,NA,NA
Teesdalia nudicaulis,Teesdalia nudicaulis,NA,NA,NA,NA,NA,a (annual),0.126666667,136.5,3.921206076,104.5,annuals + winter annuals + strict monocarpic bi-annuals and poly-annuals,0.288448485,116.90625,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tephroseris integrifolia,Tephroseris integrifolia,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tetragonolobus maritimus,Tetragonolobus maritimus,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.25,200.4733333,20.72833333,392.5,NA,3.808555556,24.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
Teucrium scorodonia,Teucrium scorodonia,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.25,378.5,87.47340247,939,perennials + poly-annuals > 50 years (long-lived perennials),0.875138462,8148,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thalictrum alpinum,Thalictrum alpinum,NA,NA,NA,NA,NA,NA,0.078333333,362.3,9.1,106.9218182,NA,0.857,4.95,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thalictrum flavum,Thalictrum flavum,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.6,246,1133.827826,32542.5,perennials,1.40413,46169.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thalictrum minus,Thalictrum minus,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.475,288.486,891.22125,11934.4175,NA,1.4936,1432.294118,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thalictrum simplex,Thalictrum simplex,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.35,NA,NA,NA,NA,0.943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thelypteris palustris,Thelypteris palustris,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.55,222.36,455.41,12976.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thymus praecox,Thymus praecox,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.07,240.5775,1.15,12.725,NA,0.179166667,79.52941176,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thymus pulegioides,Thymus pulegioides,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.181666667,NA,NA,NA,perennials,0.152106667,46519.78813,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thymus serpyllum,Thymus serpyllum,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.075,251,0.61,10.44,perennials,0.1968,55.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thysselinum palustre,Peucedanum palustre,NA,NA,NA,NA,NA,b (biennial) - h (pluriennial-hapaxanthic) - p (pluriennial-pollakanthic),0.8575,212.9528571,587.3585714,9407.285714,perennials + strict monocarpic bi-annuals and poly-annuals,2.861,102608.3333,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tilia cordata,Tilia cordata,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),21.66666667,NA,NA,0,perennials,50.55,3,High,100,Moderate,NA,NA,NA,NA,NA,NA
Tilia platyphyllos,Tilia platyphyllos,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),30,206.195,160.91,6034.25,perennials,146.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tofieldia pusilla,Tofieldia pusilla,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.0325,278.8,2.737777778,54.57944444,NA,0.0406,96.69333333,NA,NA,NA,NA,NA,NA,NA,NA,NA
Torilis japonica,Torilis japonica,NA,NA,NA,NA,NA,a (annual) - b (biennial),0.441666667,280.6666667,138.9568619,3936.666667,annuals + winter annuals + strict monocarpic bi-annuals and poly-annuals,1.778166667,3209.833333,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tragopogon pratensis,Tragopogon pratensis,NA,NA,NA,NA,NA,b (biennial) - h (pluriennial-hapaxanthic),0.35,188.5,82.32655525,1507.5,perennials + strict monocarpic bi-annuals and poly-annuals,10.3430375,5372.833335,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trichophorum alpinum,Trichophorum alpinum,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trichophorum cespitosum,Trichophorum cespitosum,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trichophorum pumilum,Scirpus pumilus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<NA>,<NA>,<NA>,NA
Trifolium arvense,Trifolium arvense,NA,NA,NA,NA,NA,a (annual),0.146666667,296.07,11.93553796,233,annuals + winter annuals + strict monocarpic bi-annuals and poly-annuals,0.328710833,75670.58333,NA,NA,NA,0.724,NA,NA,NA,NA,NA
Trifolium aureum,Trifolium aureum,NA,NA,NA,NA,NA,a (annual),0.323333333,207.6375,12.18875,412.7975,NA,0.44,17401.35555,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trifolium campestre,Trifolium campestre,NA,NA,NA,NA,NA,a (annual),0.2875,250.25,6.031443942,180.6666667,annuals + strict monocarpic bi-annuals and poly-annuals,0.331452143,12169.51786,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trifolium dubium,Trifolium dubium,NA,NA,NA,NA,NA,a (annual),0.225,199.5,4.165833614,135.5,annuals + summer annuals,0.467240217,7554.607143,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trifolium fragiferum,Trifolium fragiferum,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.1875,223.0733333,7.165360825,192,perennials,2.11377,61,Low,0.5,Short,NA,NA,NA,NA,NA,NA
Trifolium medium,Trifolium medium,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.4,263,65.74024296,1437,perennials,2.1266,3785.994445,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trifolium montanum,Trifolium montanum,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.275,260.045,96.57,1607.5,perennials,0.990214286,27.40909091,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trifolium pratense,Trifolium pratense,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.283333333,223.3975,32.58394007,715.5,perennials,1.580555556,208.9583333,Low,2,Short,NA,NA,NA,NA,NA,NA
Triglochin maritima,Triglochin maritima,NA,NA,NA,NA,NA,NA,0.24,131.5466667,47.11,432,perennials,0.580333333,439.2702703,NA,NA,NA,0.697,NA,NA,NA,NA,NA
Triglochin palustris,Triglochin palustris,NA,NA,NA,NA,NA,NA,0.2,168.5,12.77174339,237,perennials,0.608285714,92.825,NA,NA,NA,0.471,NA,NA,NA,NA,NA
Tripleurospermum maritimum,Tripleurospermum maritimum,NA,NA,NA,NA,NA,a (annual) - p (pluriennial-pollakanthic),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trisetum spicatum,Trisetum spicatum,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.075,NA,NA,NA,NA,NA,49.9,Medium,1.9,Short,0.379,NA,NA,NA,NA,NA
Trollius europaeus,Trollius europaeus,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.275,193,290.0791345,5348.333333,perennials,0.891823077,231.1666667,NA,NA,NA,NA,NA,NA,NA,NA,NA
Turritis glabra,Arabis glabra,NA,NA,NA,NA,NA,a (annual),0.65625,174.69,23.87,655.125,winter annuals + poly-annuals < 5 years (short-lived perennials),0.086472727,1483500,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tussilago farfara,Tussilago farfara,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.185,139,2873.927201,48997.5,perennials,0.225233333,5842.166667,NA,NA,NA,NA,NA,NA,NA,NA,NA
Typha angustifolia,Typha angustifolia,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),1.5,265.815,1539.6,9562,perennials,0.10285,360000,Medium,4.9,Long,0.092,NA,NA,NA,NA,NA
Typha latifolia,Typha latifolia,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),1.5,198.8166667,1569.791154,17522,perennials,0.058107692,9570444.335,High,5,Moderate,0.082,NA,NA,NA,NA,NA
Ulex europaeus,Ulex europaeus,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.933333333,301.9925,3.645,14.5,NA,6.12,278,NA,NA,NA,7.8,NA,NA,NA,NA,NA
Ulmus glabra,Ulmus glabra,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),33.33333333,254.07,114.6725,3395.233333,perennials,11.48855,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Urtica dioica,Urtica dioica,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.875,212.5,101.2212909,3841.5,perennials,0.179769231,9003.975,NA,NA,NA,NA,NA,NA,NA,NA,NA
Urtica urens,Urtica urens,NA,NA,NA,NA,NA,a (annual),0.266666667,214,21.70206379,456,annuals,0.5132,15817.39286,NA,NA,NA,0.515,NA,NA,NA,NA,NA
Utricularia australis,Utricularia australis,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),NA,61.37,1.97,150.5,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utricularia intermedia,Utricularia intermedia,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.1375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utricularia minor,Utricularia minor,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.115,NA,NA,NA,NA,NA,NA,Medium,0.2,Short,NA,NA,NA,NA,NA,NA
Utricularia ochroleuca,Utricularia ochroleuca,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utricularia stygia,Utricularia stygia,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utricularia vulgaris,Utricularia vulgaris,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),NA,47.535,406.33,179.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vaccinium myrtillus,Vaccinium myrtillus,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.3135,331.8333333,4.044545455,72.30275862,perennials,40.80735556,1951.059722,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vaccinium uliginosum,Vaccinium uliginosum,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.29,384.008,8.295594679,113.4509677,perennials,43.02708,25.28,Medium,2,Moderate,NA,NA,NA,NA,NA,NA
Vaccinium vitis-idaea,Vaccinium vitis-idaea,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.134285714,333.7666667,6.934117647,59.63606061,perennials,23.11978333,675.2066667,Low,0.5,Short,NA,NA,NA,NA,NA,NA
Valeriana sambucifolia,Valeriana sambucifolia,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Valerianella locusta,Valerianella locusta,NA,NA,NA,NA,NA,a (annual),0.135,103,4.788672566,152,annuals + winter annuals + strict monocarpic bi-annuals and poly-annuals,0.738755556,11070.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
Verbascum nigrum,Verbascum nigrum,NA,NA,NA,NA,NA,b (biennial),0.691666667,164,1532.4,28632,poly-annuals < 5 years (short-lived perennials),0.11548,185682.7778,NA,NA,NA,NA,NA,NA,NA,NA,NA
Verbascum thapsus,Verbascum thapsus,NA,NA,NA,NA,NA,b (biennial),0.783333333,213.6666667,1595.280151,21628.33333,annuals + strict monocarpic bi-annuals and poly-annuals,0.103033333,587457.2666,NA,NA,NA,0.0905,NA,NA,NA,NA,NA
Veronica alpina,Veronica alpina,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.073666667,212.5,2.021666667,51.77222222,NA,0.08275,91.61538462,NA,NA,NA,NA,NA,NA,NA,NA,NA
Veronica anagallis-aquatica,Veronica anagallis-aquatica,NA,NA,NA,NA,NA,a (annual) - p (pluriennial-pollakanthic),0.308333333,107.3333333,65.39724673,2285,perennials,0.042066667,1749.714286,NA,NA,NA,NA,NA,NA,NA,NA,NA
Veronica arvensis,Veronica arvensis,NA,NA,NA,NA,NA,a (annual),0.113333333,134.5375,4.147231837,151.6666667,annuals + summer annuals + winter annuals + strict monocarpic bi-annuals and poly-annuals,0.118771429,54431.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Veronica beccabunga,Veronica beccabunga,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.333333333,136.6666667,34.47380872,798.6666667,perennials,0.425233333,7612,NA,NA,NA,NA,NA,NA,NA,NA,NA
Veronica chamaedrys,Veronica chamaedrys,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.25,270.46,15.80847992,355.5,perennials,0.206428571,12629.675,NA,NA,NA,NA,NA,NA,NA,NA,NA
Veronica fruticans,Veronica fruticans,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.085,244.79,1.07,17.46,NA,0.1422,262.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
Veronica longifolia,Veronica longifolia,NA,NA,NA,NA,NA,NA,0.75,210.45,71.562,1357,NA,0.05,10504.9375,NA,NA,NA,NA,NA,NA,NA,NA,NA
Veronica officinalis,Veronica officinalis,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.12575,280,10.47519084,54,perennials,0.122816667,12890.20313,NA,NA,NA,NA,NA,NA,NA,NA,NA
Veronica scutellata,Veronica scutellata,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.166666667,215.875,2.965,74.625,perennials,0.473757143,200023.4667,NA,NA,NA,NA,NA,NA,NA,NA,NA
Veronica serpyllifolia,Veronica serpyllifolia,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.141666667,175,8.018957346,188,annuals + perennials + poly-annuals < 5 years (short-lived perennials),0.049346667,116113.6667,NA,NA,NA,NA,NA,NA,NA,NA,NA
Veronica spicata,Veronica spicata,NA,NA,NA,NA,NA,NA,0.21,341,68.3,505,NA,0.12015,127910.3334,NA,NA,NA,NA,NA,NA,NA,NA,NA
Veronica verna,Veronica verna,NA,NA,NA,NA,NA,a (annual),0.07,NA,NA,NA,annuals + strict monocarpic bi-annuals and poly-annuals,0.115990909,60,NA,NA,NA,NA,NA,NA,NA,NA,NA
Viburnum opulus,Viburnum opulus,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),2.916666667,250.5,NA,2086.066667,perennials,145.1769429,748.5,Medium,12,Moderate,NA,NA,NA,NA,NA,NA
Vicia cassubica,Vicia cassubica,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.45,350.42,155.94,3256.87,perennials,35.009,13.27272727,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vicia cracca,Vicia cracca,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.883333333,223.055,29.26000096,971.5,perennials,16.08323636,1693.683333,Low,1.5,Moderate,NA,NA,NA,NA,NA,NA
Vicia hirsuta,Vicia hirsuta,NA,NA,NA,NA,NA,a (annual),0.275,240.3333333,10.51095912,305.3333333,annuals + strict monocarpic bi-annuals and poly-annuals,5.99044,3883.104761,NA,NA,NA,NA,NA,NA,NA,NA,NA
